sentence1,sentence2,label
什么是磁耦合？,磁耦合的定义是什么？,1
什么是磁耦合？,磁耦合怎样定义？,1
什么是磁耦合？,怎样定义磁耦合,1
什么是磁耦合？,磁耦合的定义有什么？,1
什么是磁耦合？,磁耦合有什么用？,0
什么是磁耦合？,磁耦合的实际用途有什么？,0
什么是磁耦合？,怎样利用磁耦合？,0
什么是磁耦合？,如何使用磁耦合？,0
什么是磁耦合？,磁耦合如何去使用？,0
谐振电路的应用有什么？,谐振电路的应用有哪些？,1
谐振电路的应用有什么？,谐振电路的应用包括什么？,1
谐振电路的应用有什么？,怎样应用谐振电路？,1
谐振电路的应用有什么？,谐振电路的实际应用有什么？,1
谐振电路的应用有什么？,谐振电路的具体应用有什么？,1
谐振电路的应用有什么？,什么是谐振电路？,0
谐振电路的应用有什么？,为什么会有谐振电路？,0
谐振电路的应用有什么？,谐振电路是什么？,0
谐振电路的应用有什么？,谐振电路产生的原因是什么？,0
谐振电路的应用有什么？,谐振电路是如何形成的？,0
什么是截止频率？,截止频率是什么？,1
什么是截止频率？,截止频率的定义是什么？,1
什么是截止频率？,如何定义截止频率？,1
什么是截止频率？,怎样定义截止频率？,1
什么是截止频率？,截止频率怎样去定义？,1
什么是截止频率？,截止频率有什么用？,0
什么是截止频率？,截止频率的用处有什么？,0
什么是截止频率？,截止频率的实际用途是什么？,0
什么是截止频率？,怎样利用截止频率？,0
什么是截止频率？,如何利用截止频率？,0
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性分别是？,1
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性包括？,1
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性有哪些？,1
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性包括什么？,1
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性分别是什么？,1
阻抗参数中四个变量独立性是什么？,阻抗参数中四个变量独立性怎样形成的？,0
阻抗参数中四个变量独立性是什么？,为什么会有阻抗参数中四个变量独立性？,0
阻抗参数中四个变量独立性是什么？,阻尼是什么？,0
阻抗参数中四个变量独立性是什么？,阻抗的定义及计算公式,0
阻抗参数中四个变量独立性是什么？,阻抗参数是什么？,0
什么是无源符号规则？,无源符号规则是什么？,1
什么是无源符号规则？,无源符号规则的定义是？,1
什么是无源符号规则？,无源符号规则的定义是什么？,1
什么是无源符号规则？,如何定义无源符号规则？,1
什么是无源符号规则？,怎样定义无源符号规则？,1
什么是无源符号规则？,无源符号规则有什么用？,0
什么是无源符号规则？,为什么有无源符号规则？,0
什么是无源符号规则？,无源符号规则的实际用途是什么？,0
什么是无源符号规则？,无源符号规则怎样去利用？,0
什么是无源符号规则？,无源符号规则的利用价值是什么？,0
节点法适用于什么情况？,节点法适用于哪些情况？,1
节点法适用于什么情况？,节点法适用于什么情景？,1
节点法适用于什么情况？,在什么情况下能用节点法？,1
节点法适用于什么情况？,节点法能用于什么情况？,1
节点法适用于什么情况？,节点法在什么情况下能用？,1
节点法适用于什么情况？,节点法是什么？,0
节点法适用于什么情况？,节点法有什么用？,0
节点法适用于什么情况？,为什么会有节点法？,0
节点法适用于什么情况？,节点法的实际用途是什么？,0
节点法适用于什么情况？,怎样利用节点法？,0
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件有哪些区别？分别列举一些有源元器件和无源元器件。,1
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件有什么区别？分别列举一些有源或无源的元器件。,1
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件有什么不同？分别列举一些有源元器件和无源元器件。,1
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,元器件的有源和无源有什么区别？分别列举一些有源元器件和无源元器件。,1
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件有哪些不同？分别列举一些有源元器件和无源元器件。,1
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件有什么相同？,0
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元器件和无源元器件的相同之处在于哪里？。,0
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,有源元件与功率之间的关系是什么？,0
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,无源二阶电路的常数A怎么求？,0
有源元器件和无源元器件有什么区别？分别列举一些有源元器件和无源元器件。,无源和有源滤波器的四种形式？,0
如何证明电阻是无源元器件？,怎样证明电阻是无源元器件？,1
如何证明电阻是无源元器件？,如何去证明电阻是无源元器件？,1
如何证明电阻是无源元器件？,怎样去证明电阻是无源元器件？,1
如何证明电阻是无源元器件？,证明电阻是无源元器件的方法是？,1
如何证明电阻是无源元器件？,能用什么方法去证明电阻是无源元器件？,1
如何证明电阻是无源元器件？,无源二阶电路的常数A怎么求？,0
如何证明电阻是无源元器件？,无源和有源滤波器的四种形式？,0
如何证明电阻是无源元器件？,电阻、电容、电感的电流与电压的关系是怎样的？,0
如何证明电阻是无源元器件？,电阻、电抗性负载平均功率的特点,0
如何证明电阻是无源元器件？,电阻两端的电压如何变化？,0
为什么照明系统不采用更简单的串联而采用并联？,为什么照明系统不采用串联而采用并联？,1
为什么照明系统不采用更简单的串联而采用并联？,为什么照明系统不使用更简单的串联而采用并联？,1
为什么照明系统不采用更简单的串联而采用并联？,照明系统不采用更简单的串联而采用并联的原因是？,1
为什么照明系统不采用更简单的串联而采用并联？,照明系统不采用更简单的串联而采用并联的理由是？,1
为什么照明系统不采用更简单的串联而采用并联？,为啥照明系统不采用串联而采用并联？,1
为什么照明系统不采用更简单的串联而采用并联？,串并联电阻的电阻值和电导值计算公式？,0
为什么照明系统不采用更简单的串联而采用并联？,串联与并联的关系是怎样的？,0
为什么照明系统不采用更简单的串联而采用并联？,串联和并联的谐振的异同点在于何处？,0
为什么照明系统不采用更简单的串联而采用并联？,照相机闪光灯装置的工作原理是？,0
为什么照明系统不采用更简单的串联而采用并联？,为什么照明系统采用串联？,0
网孔法适用于什么情况？,网孔法适用于哪些情况？,1
网孔法适用于什么情况？,网孔法能用于什么情况？,1
网孔法适用于什么情况？,网孔法能在什么情况下使用？,1
网孔法适用于什么情况？,在什么情况下使用网孔法？,1
网孔法适用于什么情况？,网孔法适用于什么条件？,1
网孔法适用于什么情况？,什么是网孔法？,0
网孔法适用于什么情况？,网孔分析法的灵活多变性在于？,0
网孔法适用于什么情况？,网孔电流和实际某支路上电流是否相等？,0
网孔法适用于什么情况？,网孔的定义是？,0
网孔法适用于什么情况？,网孔法和节点法有什么不同？,0
为什么不能直接用节点法分析带晶体管的电路？,不能直接用节点法分析带晶体管的电路的原因是？,1
为什么不能直接用节点法分析带晶体管的电路？,为什么不能直接用节点分析法分析带晶体管的电路？,1
为什么不能直接用节点法分析带晶体管的电路？,为何不能直接用节点法分析带晶体管的电路？,1
为什么不能直接用节点法分析带晶体管的电路？,不能直接用节点法分析带晶体管的电路的理由是什么？,1
为什么不能直接用节点法分析带晶体管的电路？,直接用节点法分析带晶体管的电路错误的原因在于？,1
为什么不能直接用节点法分析带晶体管的电路？,为什么不能直接用网孔法分析带晶体管的电路？,0
为什么不能直接用节点法分析带晶体管的电路？,节点数n与独立回路l的关联是？,0
为什么不能直接用节点法分析带晶体管的电路？,晶体管电路中基极、集电极、发射极电流、电压满足什么关系？,0
为什么不能直接用节点法分析带晶体管的电路？,节点分析法与网口分析法的比较和综合使用,0
为什么不能直接用节点法分析带晶体管的电路？,节点数n与独立回路l有什么数学关系？,0
叠加定理的基础是什么？可推广到什么？,叠加定理的基础有哪些？可推广到什么？,1
叠加定理的基础是什么？可推广到什么？,叠加定理的基础是什么？可推广到哪里？,1
叠加定理的基础是什么？可推广到什么？,叠加定理的有哪些基础？可推广到什么？,1
叠加定理的基础是什么？可推广到什么？,叠加定理的基础为？可推广到什么？,1
叠加定理的基础是什么？可推广到什么？,叠加定理的基础是什么？可推广到什么地方？,1
叠加定理的基础是什么？可推广到什么？,叠加原理对功率的计算适用吗？,0
叠加定理的基础是什么？可推广到什么？,叠加原理有哪些优点和缺点？,0
叠加定理的基础是什么？可推广到什么？,叠加定理一般适用于什么情况？,0
叠加定理的基础是什么？可推广到什么？,叠加定理核心步骤,0
叠加定理的基础是什么？可推广到什么？,叠加定理在哪些电路中作用明显？,0
为什么实际应用时不一定都使传递到负载的功率最大？,为什么实际使用时不一定都使传递到负载的功率最大？,1
为什么实际应用时不一定都使传递到负载的功率最大？,为何实际应用时不一定都使传递到负载的功率最大？,1
为什么实际应用时不一定都使传递到负载的功率最大？,为什么实际应用时不一定都使传递到负载的功率达到最大？,1
为什么实际应用时不一定都使传递到负载的功率最大？,在实际应用时，为什么不一定都使传递到负载的功率最大？,1
为什么实际应用时不一定都使传递到负载的功率最大？,在实际应用的条件下，为何不一定都使传递到负载的功率最大？,1
为什么实际应用时不一定都使传递到负载的功率最大？,负载是什么？,0
为什么实际应用时不一定都使传递到负载的功率最大？,功率关系是否为线性？,0
为什么实际应用时不一定都使传递到负载的功率最大？,功率的定义是？,0
为什么实际应用时不一定都使传递到负载的功率最大？,功率的正负？,0
为什么实际应用时不一定都使传递到负载的功率最大？,电桥法测电阻的原理是什么？,0
电桥法测电阻的原理是什么？,电桥法测电阻的原理是？,1
电桥法测电阻的原理是什么？,电桥法测电阻的原理为？,1
电桥法测电阻的原理是什么？,为什么可以用电桥法测电阻？,1
电桥法测电阻的原理是什么？,电桥法测电阻的原理包括什么？,1
电桥法测电阻的原理是什么？,电桥法为什么可以测电阻？,1
电桥法测电阻的原理是什么？,电感电阻非常小的理由是？,0
电桥法测电阻的原理是什么？,电感电阻非常小的原因是？,0
电桥法测电阻的原理是什么？,电感有什么作用？,0
电桥法测电阻的原理是什么？,电桥法是什么？,0
电桥法测电阻的原理是什么？,电桥法有什么用？,0
电容器有什么特性？,电容器的特性是？,1
电容器有什么特性？,电容器有哪些特性？,1
电容器有什么特性？,电容有什么特性？,1
电容器有什么特性？,电容器有什么特别性质？,1
电容器有什么特性？,电容器的特性包括哪些？,1
电容器有什么特性？,电容、电感的频域有何关系？,0
电容器有什么特性？,电容器有什么用？,0
电容器有什么特性？,电容器的特性有什么用？,0
电容器有什么特性？,电容上电压不能突变是为什么呢？,0
电容器有什么特性？,电容与电感的决定式？,0
电感器有什么特性？,电感器的特性是？,1
电感器有什么特性？,电感器有哪些特性？,1
电感器有什么特性？,电感有什么特性？,1
电感器有什么特性？,电感器有什么特别性质？,1
电感器有什么特性？,电感器的特性包括？,1
电感器有什么特性？,电感上电压、电流的关系,0
电感器有什么特性？,电感上的电流会发生突变吗？,0
电感器有什么特性？,电容有什么特性？,0
电感器有什么特性？,电感与电容的区别是什么,0
电感器有什么特性？,什么是电感器？,0
电感器的串联和并联公式是什么？,电感器的串联和并联公式是？,1
电感器的串联和并联公式是什么？,电感器的串联和并联公式有什么？,1
电感器的串联和并联公式是什么？,电感器的串联和并联公式分别是什么？,1
电感器的串联和并联公式是什么？,电感器的串联和并联公式包括什么？,1
电感器的串联和并联公式是什么？,电感器的串联和并联公式分别为？,1
电感器的串联和并联公式是什么？,电感上的电流会发生突变吗？,0
电感器的串联和并联公式是什么？,电感上电压、电流的关系,0
电感器的串联和并联公式是什么？,串联与并联的关系是怎样的？,0
电感器的串联和并联公式是什么？,串联和并联的谐振的异同点在于何处？,0
电感器的串联和并联公式是什么？,电感与电容的区别是什么,0
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流怎么变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流将如何变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流会怎么变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流变化情况是怎样的？,1
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何进行变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,一阶电路三要素是什么？,0
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,阶跃函数、冲激函数和斜坡函数之间关系为？在电路中应用是？,0
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,电感上电压、电流的关系,0
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,电流在电感上会发生突变吗？,0
RL一阶电路的阶跃响应（t=0时接入电源），流过电感的电流如何变化？,响应分为几种？,0
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压怎样变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压会发生是什么变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压会怎样变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），电感的电压如何变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压将会如何变化？,1
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,一阶电路中，过渡过程的性质取决于什么因素？,0
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,阶跃函数、冲激函数和斜坡函数之间关系为？在电路中应用是？,0
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,响应分为几种？,0
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,电感上电压、电流的关系,0
RL一阶电路的阶跃响应（t=0时接入电源），电感两端的电压如何变化？,电压、功率的正负？,0
暂态响应和稳态响应的区别与联系有什么？,暂态响应和稳态响应的区别与联系为？,1
暂态响应和稳态响应的区别与联系有什么？,暂态响应和稳态响应有什么区别与联系？,1
暂态响应和稳态响应的区别与联系有什么？,暂态响应和稳态响应的区别和联系分别是什么？,1
暂态响应和稳态响应的区别与联系有什么？,暂态响应和稳态响应的区别与联系包括什么？,1
暂态响应和稳态响应的区别与联系有什么？,暂态响应和稳态响应的区别与联系涵盖什么？,1
暂态响应和稳态响应的区别与联系有什么？,RLC串联电路中，R变化时，电流的图像有什么不同？,0
暂态响应和稳态响应的区别与联系有什么？,二阶电路为什么会出现振荡？,0
暂态响应和稳态响应的区别与联系有什么？,相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,0
暂态响应和稳态响应的区别与联系有什么？,直流电路中的分析方法是否适用于交流电路？为什么？,0
暂态响应和稳态响应的区别与联系有什么？,变压器有什么实际应用？,0
RLC串联电路中，R变化时，电流的图像有什么不同？,RLC串联电路中，R变化时，电流的图像有哪些不同？,1
RLC串联电路中，R变化时，电流的图像有什么不同？,RLC串联电路中，如果R变化时，电流的图像会有什么不同？,1
RLC串联电路中，R变化时，电流的图像有什么不同？,RLC串联电路中，R变化时，电流的图像有什么改变？,1
RLC串联电路中，R变化时，电流的图像有什么不同？,RLC串联电路中，R变化时，电流的图像有什么不一样？,1
RLC串联电路中，R变化时，电流的图像有什么不同？,在RLC串联电路的条件下，R变化时，电流的图像有什么不同？,1
RLC串联电路中，R变化时，电流的图像有什么不同？,串联与并联的关系是怎样的？,0
RLC串联电路中，R变化时，电流的图像有什么不同？,串并联电阻的电阻值和电导值计算公式？,0
RLC串联电路中，R变化时，电流的图像有什么不同？,串联和并联的谐振的异同点在于何处？,0
RLC串联电路中，R变化时，电流的图像有什么不同？,电流在电感上会发生突变吗？,0
RLC串联电路中，R变化时，电流的图像有什么不同？,电流是什么？,0
二阶电路为什么会出现振荡？,为什么二阶电路会出现振荡？,1
二阶电路为什么会出现振荡？,二阶电路会出现振荡的条件是？,1
二阶电路为什么会出现振荡？,为啥二阶电路出现振荡？,1
二阶电路为什么会出现振荡？,二阶电路出现振荡的原理是？,1
二阶电路为什么会出现振荡？,为什么二阶电路会发生振荡啊？,1
二阶电路为什么会出现振荡？,二阶电路与一阶电路的不同之处在于？,0
二阶电路为什么会出现振荡？,二阶电路中过渡过程的性质取决什么？,0
二阶电路为什么会出现振荡？,二阶电路中，什么因素决定过渡过程的性质？,0
二阶电路为什么会出现振荡？,二阶电路中，怎样利用过渡过程的性质？,0
二阶电路为什么会出现振荡？,二端口网络能否实现各种类型矩阵之间的转换？,0
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量域中，电阻、电容、电感的电流与电压的关系是？,1
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量域中，电阻、电容、电感的电流与电压的关系为？,1
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量域中，电阻、电容、电感的电流与电压的关系是如何的？,1
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量域中，电阻、电容、电感的电流与电压的关系分别是？,1
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量域中，电阻、电容、电感的电流与电压的关系？,1
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量与正弦信号的关系如何定义？,0
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,相量与正弦信号的关系怎么定义？,0
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,电路过渡过程的定义是什么？,0
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,电容、电感的频域有何关系？,0
相量域中，电阻、电容、电感的电流与电压的关系是怎样的？,电感上电压、电流的关系,0
什么是相量域中的阻抗？,相量域中的阻抗是什么？,1
什么是相量域中的阻抗？,相量域中的阻抗的定义是什么？,1
什么是相量域中的阻抗？,相量域中的阻抗是怎样定义的？,1
什么是相量域中的阻抗？,如何定义相量域中的阻抗？,1
什么是相量域中的阻抗？,相量域中的阻抗是如何定义的？,1
什么是相量域中的阻抗？,相量域中的阻抗有什么用？,0
什么是相量域中的阻抗？,相量域中的阻抗是实际利用为？,0
什么是相量域中的阻抗？,相量域中的阻抗有什么用处？,0
什么是相量域中的阻抗？,相量域中的阻抗是用来干嘛的？,0
什么是相量域中的阻抗？,怎样利用相量域中的阻抗？,0
直流电路中的分析方法是否适用于交流电路？为什么？,直流电路中的分析方法能否适用于交流电路？为什么？,1
直流电路中的分析方法是否适用于交流电路？为什么？,直流电路中的分析方法可以适用于交流电路吗？为什么？,1
直流电路中的分析方法是否适用于交流电路？为什么？,直流电路中的分析方法适用于交流电路吗？为什么？,1
直流电路中的分析方法是否适用于交流电路？为什么？,直流电路中的各种分析方法是否适用于交流电路？为什么？,1
直流电路中的分析方法是否适用于交流电路？为什么？,直流电路中的分析方法是否能用于交流电路？为什么？,1
直流电路中的分析方法是否适用于交流电路？为什么？,直接用节点法分析带晶体管的电路错误的原因在于？,0
直流电路中的分析方法是否适用于交流电路？为什么？,分析AC电路的步骤？,0
直流电路中的分析方法是否适用于交流电路？为什么？,分别列举一些有源或无源的元器件。,0
直流电路中的分析方法是否适用于交流电路？为什么？,交流功率的守恒定理的适用范围是什么？,0
直流电路中的分析方法是否适用于交流电路？为什么？,交流电在RC，RL，RLC电路中的应用例子有哪些？,0
怎样使负载达到最大平均功率？,如何使负载达到最大平均功率？,1
怎样使负载达到最大平均功率？,怎样做能使负载达到最大平均功率？,1
怎样使负载达到最大平均功率？,使负载达到最大平均功率的做法是？,1
怎样使负载达到最大平均功率？,如何使负载达到最大平均功率？,1
怎样使负载达到最大平均功率？,怎么做能使负载达到最大平均功率？,1
怎样使负载达到最大平均功率？,最大功率传输定理和戴维南定理及诺顿定理之间联系,0
怎样使负载达到最大平均功率？,最大功率传递定理的内涵是？,0
怎样使负载达到最大平均功率？,最大平均功率的传输条件是什么？,0
怎样使负载达到最大平均功率？,平均功率怎么定义？,0
怎样使负载达到最大平均功率？,平均功率有什么用？,0
变压器有什么实际应用？,变压器有哪些实际应用？,1
变压器有什么实际应用？,变压器的实际应用有？,1
变压器有什么实际应用？,变压器的实际应用包括？,1
变压器有什么实际应用？,变压器有什么实际的应用？,1
变压器有什么实际应用？,变压器有什么实际应用的例子？,1
变压器有什么实际应用？,变压器是什么？,0
变压器有什么实际应用？,变压器的定义是什么？,0
变压器有什么实际应用？,怎么去定义变压器？,0
变压器有什么实际应用？,如何去定义变压器？,0
变压器有什么实际应用？,变压器要如何定义？,0
耦合系数的意义是什么？,耦合系数的意义是？,1
耦合系数的意义是什么？,什么是耦合系数？,1
耦合系数的意义是什么？,耦合系数是什么？,1
耦合系数的意义是什么？,耦合系数的具体含义是？,1
耦合系数的意义是什么？,耦合系数有什么具体含义？,1
耦合系数的意义是什么？,耦合电路中输入阻抗等于什么？,0
耦合系数的意义是什么？,耦合电路怎样定义？,0
耦合系数的意义是什么？,耦合电路的利用价值有什么？,0
耦合系数的意义是什么？,耦合电路的实际用途有什么？,0
耦合系数的意义是什么？,品质因数的意义是什么？,0
品质因数的意义是什么？,品质因数的意义是？,1
品质因数的意义是什么？,什么是品质因数？,1
品质因数的意义是什么？,品质因数有什么含义？,1
品质因数的意义是什么？,品质因数的定义是什么？,1
品质因数的意义是什么？,如何定义品质因数？,1
品质因数的意义是什么？,品质因数较高有什么好处,0
品质因数的意义是什么？,所有双端口网络都存在z参数吗？举例说明,0
品质因数的意义是什么？,双端口网络不同的连接方法都适用哪些参数来描述？,0
品质因数的意义是什么？,电源和负载的主要区别是什么？,0
品质因数的意义是什么？,电导和电阻表示元件的什么特性？,0
叠加定理一般适用于什么情况？,叠加定理一般适用于哪些情况？,1
叠加定理一般适用于什么情况？,叠加定理在什么情况下适用？,1
叠加定理一般适用于什么情况？,叠加定理一般适用在什么情况？,1
叠加定理一般适用于什么情况？,叠加定理一般适用于什么情景？,1
叠加定理一般适用于什么情况？,在什么情况下叠加定理可以使用？,1
叠加定理一般适用于什么情况？,叠加原理对功率的计算适用吗？,0
叠加定理一般适用于什么情况？,叠加原理是什么？,0
叠加定理一般适用于什么情况？,叠加原理有哪些优点和缺点？,0
叠加定理一般适用于什么情况？,叠加定理核心步骤,0
叠加定理一般适用于什么情况？,叠加定理在哪些电路中作用明显？,0
什么是叠加定理？,叠加定理是什么？,1
什么是叠加定理？,叠加定理的含义是什么？,1
什么是叠加定理？,叠加定理的定义是什么？,1
什么是叠加定理？,如何定义叠加定理？,1
什么是叠加定理？,叠加定理怎样定义？,1
什么是叠加定理？,叠加原理对功率的计算适用吗？,0
什么是叠加定理？,叠加原理有哪些优点和缺点？,0
什么是叠加定理？,叠加定理一般适用于什么情况？,0
什么是叠加定理？,叠加定理核心步骤,0
什么是叠加定理？,叠加定理在哪些电路中作用明显？,0
频率响应与我们之前学习的电路特点差别在于何处？,频率响应电路与其他电路的区别是什么？,1
频率响应与我们之前学习的电路特点差别在于何处？,频率响应电路有什么特点？,0
频率响应与我们之前学习的电路特点差别在于何处？,频率响应与我们之前学习的电路特点有什么区别？,1
频率响应与我们之前学习的电路特点差别在于何处？,频率响应与我们之前学习的电路特点有啥区别？,1
频率响应与我们之前学习的电路特点差别在于何处？,频率响应电路的特点和其他电路有什么不一样？,1
频率响应与我们之前学习的电路特点差别在于何处？,我们之前学的电路和频率响应电路有什么区别？,1
频率响应与我们之前学习的电路特点差别在于何处？,频率响应是什么？,0
频率响应与我们之前学习的电路特点差别在于何处？,频率响应电路怎么计算？,0
频率响应与我们之前学习的电路特点差别在于何处？,频率响应电路怎么才能学好？,0
频率响应与我们之前学习的电路特点差别在于何处？,频率响应的一般概念是什么？,0
频率响应是什么？,频率响应是什么意思啊？,1
频率响应是什么？,什么叫频率响应？,1
频率响应是什么？,频率响应的定义是什么？,1
频率响应是什么？,请问频率响应的定义是什么？,1
频率响应是什么？,频率响应的概念是啥？,1
频率响应是什么？,系统的频率响应怎么求？,0
频率响应是什么？,频率响应的确定方法是什么？,0
频率响应是什么？,频率响应的响应图怎么画？,0
频率响应是什么？,频率响应计算公式是什么？,0
频率响应是什么？,频率响应的特点是什么？,0
如何理解二端口网络？,什么是二端口网络？,1
如何理解二端口网络？,二端口网络是什么？,1
如何理解二端口网络？,二端口网络的含义是什么？,1
如何理解二端口网络？,二端口网络有什么含义？,1
如何理解二端口网络？,对二端口网络的理解是什么？,1
如何理解二端口网络？,为什么二端网络一定是一端口网络？,0
如何理解二端口网络？,如何判断二端口网络是否对称？,0
如何理解二端口网络？,二端口传输参数矩阵是什么？,0
如何理解二端口网络？,端口特性为的二端电路元件是？,0
如何理解二端口网络？,二端口网络输入输出电阻是什么？,0
受控源在电路中怎么处理？,受控源电路怎么处理？,1
受控源在电路中怎么处理？,怎样处理受控源问题？,1
受控源在电路中怎么处理？,受控源怎么处理？,1
受控源在电路中怎么处理？,电路中的受控源怎么处理？,1
受控源在电路中怎么处理？,电路中有受控源该怎么处理？,1
受控源在电路中怎么处理？,受控源的阻抗怎么处理？,0
受控源在电路中怎么处理？,受控电流源怎么列kvl？,0
受控源在电路中怎么处理？,节点电压法有受控源怎么处理？,0
受控源在电路中怎么处理？,叠加定理中受控源怎么处理？,0
受控源在电路中怎么处理？,受控源怎么连接？,0
耦合系数与哪些因素有关？,耦合系数与什么有关？,1
耦合系数与哪些因素有关？,耦合系数的大小与什么有关？,1
耦合系数与哪些因素有关？,什么因素可以影响耦合系数？,1
耦合系数与哪些因素有关？,什么东西可以影响耦合系数？,1
耦合系数与哪些因素有关？,影响耦合系数大小的因素有什么？,1
耦合系数与哪些因素有关？,什么是耦合系数？,0
耦合系数与哪些因素有关？,耦合系数表示什么意义？,0
耦合系数与哪些因素有关？,电感耦合系数为何小于等于1？,0
耦合系数与哪些因素有关？,耦合系数K的单位是？,0
耦合系数与哪些因素有关？,耦合系数的定义是什么？,0
什么情况下会发生谐振？,什么时候会发生谐振？,1
什么情况下会发生谐振？,谐振发生在什么时候？,1
什么情况下会发生谐振？,谐振在什么情况下会发生？,1
什么情况下会发生谐振？,谐振什么时候会产生？,1
什么情况下会发生谐振？,什么情况才会产生谐振？,1
什么情况下会发生谐振？,在谐振电路中，谐振是什么意思？,0
什么情况下会发生谐振？,什么是谐振？,0
什么情况下会发生谐振？,如何判别电路是否发生谐振？,0
什么情况下会发生谐振？,测试谐振点的方案有哪些？,0
什么情况下会发生谐振？,谐振的应用有哪些？,0
晶体管电路怎么解啊？,晶体管电路如何求解？,1
晶体管电路怎么解啊？,怎么分析和计算晶体管电路啊？,1
晶体管电路怎么解啊？,怎么求解晶体管电路？,1
晶体管电路怎么解啊？,如何计算晶体管电路？,1
晶体管电路怎么解啊？,晶体管电路怎么去求解？,1
晶体管电路怎么解啊？,什么是晶体管电路的直流等效电路？,0
晶体管电路怎么解啊？,什么是晶体管电路的交流等效电路？,0
晶体管电路怎么解啊？,晶体管电路有何用处？,0
晶体管电路怎么解啊？,晶体管电路是什么？,0
晶体管电路怎么解啊？,晶体管电路有什么特点？,0
什么是网孔分析法？,网孔分析法是什么？,1
什么是网孔分析法？,网孔分析法的定义是什么？,1
什么是网孔分析法？,怎样定义网孔分析法？,1
什么是网孔分析法？,如何定义网孔分析法？,1
什么是网孔分析法？,网孔分析法该怎样定义？,1
什么是网孔分析法？,网孔分析法的灵活多变性在于？,0
什么是网孔分析法？,网孔法适用于什么情况？,0
什么是网孔分析法？,网孔电流和实际某支路上电流是否相等？,0
什么是网孔分析法？,网孔分析法怎么用？,0
什么是网孔分析法？,网孔分析法在什么时候用！,0
什么是单口网络等效？,单口网络等效是什么？,1
